trade_date,total_shares_traded,total_deals,market_value_kes,market_cap_kes,gainers_count,losers_count,listed_companies_traded,source_url
2025-12-31,11070247,4531,140263257.86,2940000000000,33,17,55,https://afx.kwayisi.org/nse/
